Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00-03:00,12.964075254445099,13.042381884037887,12.755258128707991,12.833564758300781,24748300,0.0,0.0
2023-01-03 00:00:00-03:00,12.858805866732448,12.876229290616461,12.15313933649473,12.196699142456055,127764400,0.018975,0.0
2023-01-04 00:00:00-03:00,12.327378268287813,12.397073628538369,11.900493979044597,12.231547355651855,153235200,0.0,0.0
2023-01-05 00:00:00-03:00,12.292531558504942,12.815247632480276,12.257683875628874,12.762975692749023,164949200,0.0,0.0
2023-01-06 00:00:00-03:00,12.771689084499489,13.137590206308793,12.632298339207253,13.120166778564453,86788300,0.0,0.0
2023-01-09 00:00:00-03:00,12.969183186787388,13.358892494704492,12.878552632769262,13.286388397216797,73674800,0.583406,0.0
2023-01-10 00:00:00-03:00,13.150442315048673,13.775790318915496,13.068874996214534,13.685160636901855,118245200,0.0,0.0
2023-01-11 00:00:00-03:00,13.594528014803007,13.984238094475407,13.558275974669538,13.957048416137695,88295000,0.0,0.0
2023-01-12 00:00:00-03:00,13.875480200544422,13.911732236044243,13.50389575627538,13.630778312683105,97774200,0.0,0.0
2023-01-13 00:00:00-03:00,13.56733889004587,13.639842968652228,13.313573750606823,13.585464477539062,35872400,0.0,0.0
2023-01-16 00:00:00-03:00,13.331700361086348,13.413267666568487,13.086998444639931,13.16856575012207,44231400,0.0,0.0
2023-01-17 00:00:00-03:00,13.177630871567192,13.449521640843368,13.105126781669137,13.259198188781738,36676900,0.0,0.0
2023-01-18 00:00:00-03:00,13.413268563011075,13.567339958259472,13.31357479884043,13.45858383178711,46015200,0.0,0.0
2023-01-19 00:00:00-03:00,13.32263657509187,13.512959991778187,13.259195724302021,13.485771179199219,77758400,0.0,0.0
2023-01-20 00:00:00-03:00,13.458583879340352,13.558276779546382,13.277322803595768,13.295449256896973,39537400,0.0,0.0
2023-01-23 00:00:00-03:00,13.32263835817139,13.32263835817139,12.688227172414065,12.733542442321777,72241700,0.0,0.0
2023-01-24 00:00:00-03:00,12.833235718332821,12.951055077796688,12.769794857204936,12.869487762451172,32256100,0.0,0.0
2023-01-25 00:00:00-03:00,12.869489784540493,12.969183569767797,12.615725435839892,12.778860092163086,44253900,0.0,0.0
2023-01-26 00:00:00-03:00,12.778860064217543,12.905741806131848,12.661040686499229,12.815112113952637,36574500,0.0,0.0
2023-01-27 00:00:00-03:00,12.778859339768626,12.833236979130012,12.37102272297327,12.434464454650879,56910500,0.0,0.0
2023-01-30 00:00:00-03:00,12.343831481684969,12.497902870178223,12.226012133759726,12.497902870178223,58048100,0.0,0.0
2023-01-31 00:00:00-03:00,12.561346984369797,12.806048969934006,12.525094934395513,12.706356048583984,39064700,0.0,0.0
2023-02-01 00:00:00-03:00,12.706353743230151,12.73354255969865,12.380084488340602,12.461651802062988,37948600,0.0,0.0
2023-02-02 00:00:00-03:00,12.369968542987227,12.850972209135339,12.351817036655262,12.651309967041016,77873500,0.018975,0.0
2023-02-03 00:00:00-03:00,12.569627747121553,12.751138439014495,12.315511912960183,12.369965553283691,39818600,0.0,0.0
2023-02-06 00:00:00-03:00,12.36996666907899,12.415344562523213,12.170304457231204,12.324588775634766,27231000,0.0,0.0
2023-02-07 00:00:00-03:00,12.38811837649916,12.397194129073695,12.143079115566554,12.251985549926758,32094700,0.0,0.0
2023-02-08 00:00:00-03:00,12.379042426542783,12.87819665812399,12.26106024973827,12.850970268249512,81945200,0.0,0.0
2023-02-09 00:00:00-03:00,12.887272400627642,13.096010364211693,12.515175232403168,12.524250984191895,58306600,0.0,0.0
2023-02-10 00:00:00-03:00,11.525940836985606,11.916189510353782,11.435185915268091,11.498714447021484,237891100,0.0,0.0
2023-02-13 00:00:00-03:00,11.52593925244127,11.970640644601755,11.462410729421547,11.907112121582031,87016300,0.0,0.0
2023-02-14 00:00:00-03:00,11.916190096388995,12.115852318804997,11.834510056968295,12.016020774841309,56512300,0.0,0.0
2023-02-15 00:00:00-03:00,12.006944892303716,12.569629409872423,11.943416358115241,12.48794937133789,85427900,0.0,0.0
2023-02-16 00:00:00-03:00,12.360890910894335,12.787441724231279,12.279210875839247,12.723913192749023,69398600,0.0,0.0
2023-02-17 00:00:00-03:00,12.69668786735947,12.769292161664413,12.487950737610625,12.651309967041016,38594300,0.0,0.0
2023-02-22 00:00:00-03:00,12.433495197327293,12.542401622258017,12.306438134330445,12.524250984191895,36666600,0.0,0.0
2023-02-23 00:00:00-03:00,12.5514771681353,12.696685732327401,12.43349499335139,12.469797134399414,42173800,0.0,0.0
2023-02-24 00:00:00-03:00,12.460722458203229,12.515176107230637,12.01602097560638,12.070474624633789,40443000,0.0,0.0
2023-02-27 00:00:00-03:00,12.134001502685214,12.188455144272535,11.879886528137341,11.95249080657959,24898500,0.0,0.0
2023-02-28 00:00:00-03:00,11.988793638061379,12.17030434464785,11.843585072792203,11.870811462402344,38059200,0.0,0.0
2023-03-01 00:00:00-03:00,11.961565640098973,11.961565640098973,11.571317024277404,11.780054092407227,43825000,0.0,0.0
