Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00-03:00,37.3188747623824,37.3188747623824,36.58219210833257,36.93114471435547,3017700,0.0,0.0
2023-01-03 00:00:00-03:00,36.94083972436084,37.192861665335364,35.75826641458039,36.010292053222656,5662900,0.0,0.0
2023-01-04 00:00:00-03:00,36.18476849697241,36.533721083938694,35.53532125664437,36.252620697021484,6169800,0.0,0.0
2023-01-05 00:00:00-03:00,36.43679180935293,36.737282776455004,36.11691397040546,36.33016586303711,6660600,0.0,0.0
2023-01-06 00:00:00-03:00,36.33985817308667,37.09592762482824,36.15568475446532,36.86328887939453,4071700,0.0,0.0
2023-01-09 00:00:00-03:00,36.83421175997183,37.125007429069676,36.07814228078392,36.75666427612305,5730600,0.0,0.0
2023-01-10 00:00:00-03:00,36.36893561286254,36.74697032816449,35.94243557210319,36.398014068603516,6556000,0.0,0.0
2023-01-11 00:00:00-03:00,36.339862132581345,37.51274017850424,36.05875802970692,37.41580581665039,5982900,0.0,0.0
2023-01-12 00:00:00-03:00,37.357645845199684,37.79384119373661,37.02807643715707,37.32856369018555,5376000,0.0,0.0
2023-01-13 00:00:00-03:00,37.018386558443716,38.1524946302449,36.75666931110498,37.77445983886719,4957200,0.0,0.0
2023-01-16 00:00:00-03:00,37.90046493828634,37.90046493828634,36.126608714174374,36.533721923828125,7545600,0.0,0.0
2023-01-17 00:00:00-03:00,36.785744511375746,37.38672268916571,36.58218792339861,37.134700775146484,4932900,0.0,0.0
2023-01-18 00:00:00-03:00,37.40611532324171,37.599980354951164,36.6403504817067,36.82452392578125,5833500,0.0,0.0
2023-01-19 00:00:00-03:00,36.56280520612416,37.03777063201574,36.40771392657437,36.74697494506836,5522400,0.0,0.0
2023-01-20 00:00:00-03:00,36.72758627984743,36.74697315105314,36.06844744952353,36.18476867675781,6967000,0.0,0.0
2023-01-23 00:00:00-03:00,36.175072117595676,36.94083686373344,36.019980851082614,36.22353744506836,4331400,0.0,0.0
2023-01-24 00:00:00-03:00,36.58218608199467,36.58218608199467,35.64194327390359,36.068443298339844,7500200,0.0,0.0
2023-01-25 00:00:00-03:00,36.010289353728965,38.123410176238544,35.97151561258792,37.53212356567383,12935100,0.0,0.0
2023-01-26 00:00:00-03:00,37.58059062562158,37.76476035803,35.82611758362188,37.03776931762695,11767800,0.0,0.0
2023-01-27 00:00:00-03:00,36.94083996892254,37.386726935419716,36.02967546610821,36.74697494506836,14610700,0.0,0.0
2023-01-30 00:00:00-03:00,36.83421539487276,36.86329385535182,35.95213301621805,36.20415496826172,8055300,0.0,0.0
2023-01-31 00:00:00-03:00,36.136301200123974,37.551513277511646,36.07814428167955,37.06685256958008,9636200,0.0,0.0
2023-02-01 00:00:00-03:00,37.018388521764415,37.561209918848995,36.562809909421176,37.21225357055664,6318500,0.0,0.0
2023-02-02 00:00:00-03:00,36.9602325585846,37.784154415335564,36.553115575745665,36.87299346923828,7112600,0.0,0.0
2023-02-03 00:00:00-03:00,36.67912274136956,37.41580539481413,36.55310992121417,36.74697494506836,8093400,0.0,0.0
2023-02-06 00:00:00-03:00,36.67911755062277,36.86328726350368,36.07813938962489,36.41740036010742,6881500,0.0,0.0
2023-02-07 00:00:00-03:00,36.349556565472035,36.72759136212605,36.08783931448047,36.514339447021484,8673800,0.0,0.0
2023-02-08 00:00:00-03:00,36.49495852725742,37.14440220316778,36.184775921200476,36.5046501159668,4938900,0.0,0.0
2023-02-09 00:00:00-03:00,36.582191896000374,37.32856613296823,36.446483791611186,36.81482696533203,6409800,0.0,0.0
2023-02-10 00:00:00-03:00,36.72758848699327,37.57089709794872,36.34955371993282,37.41580581665039,7127800,0.0,0.0
2023-02-13 00:00:00-03:00,37.338255104117096,37.97800698310195,37.183163851565226,37.39641571044922,5129800,0.0,0.0
2023-02-14 00:00:00-03:00,37.444883704568866,38.142792542001786,36.99899308621733,37.18316650390625,6066600,0.0,0.0
2023-02-15 00:00:00-03:00,37.687217712402344,38.13310467659391,37.31887453875082,37.687217712402344,10995900,0.0,0.0
2023-02-16 00:00:00-03:00,37.53212552310837,37.764760586752416,36.6403479186924,37.59028244018555,7342600,0.0,0.0
2023-02-17 00:00:00-03:00,37.367344382260825,38.530530962161606,37.24133154754062,38.404518127441406,8000500,0.0,0.0
2023-02-22 00:00:00-03:00,38.5081414477769,38.673870904374596,37.39676783392977,37.43576431274414,8043500,0.226304,0.0
2023-02-23 00:00:00-03:00,37.523513221518456,38.547146854573555,37.28953801334969,38.25468063354492,9948300,0.0,0.0
