Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00-03:00,15.331437811018123,15.331437811018123,14.740044108217296,14.901331901550293,23557000,0.0,0.0
2023-01-03 00:00:00-03:00,14.901333489820981,14.964058521176387,14.524991847100308,14.623558044433594,21547400,0.0,0.0
2023-01-04 00:00:00-03:00,14.70868373098956,14.901333198888805,14.587716593646554,14.811729431152344,19519000,0.0,0.0
2023-01-05 00:00:00-03:00,14.914774620265948,15.564412168589609,14.82068964191706,15.48824691772461,33937600,0.0,0.0
2023-01-06 00:00:00-03:00,15.524088392775937,15.801863798206071,15.430001713818125,15.70329761505127,29504600,0.0,0.0
2023-01-09 00:00:00-03:00,15.559932704153718,15.703300794635817,15.447926276646927,15.550971984863281,20027200,0.0,0.0
2023-01-10 00:00:00-03:00,15.456885517906763,15.895950466658876,15.38072197484469,15.815305709838867,19309600,0.0,0.0
2023-01-11 00:00:00-03:00,15.815307138240263,16.061720935631456,15.70778192549035,16.03931999206543,29084800,0.0,0.0
2023-01-12 00:00:00-03:00,15.93627643585205,16.070683824476156,15.685381390426425,15.93627643585205,20173200,0.0,0.0
2023-01-13 00:00:00-03:00,15.90491383278722,16.061722158773218,15.658500016630974,15.972118377685547,20087000,0.0,0.0
2023-01-16 00:00:00-03:00,15.976596920179112,16.182688338791507,15.824268108795499,15.954195976257324,18437800,0.0,0.0
2023-01-17 00:00:00-03:00,16.034838834481125,16.890567779541016,15.9228324191116,16.890567779541016,52121000,0.0,0.0
2023-01-18 00:00:00-03:00,17.047377532760787,17.414758469809577,16.97569348916791,17.132503509521484,46469200,0.0,0.0
2023-01-19 00:00:00-03:00,17.024976659242103,17.61637044857339,16.823364751724068,17.52228546142578,46824200,0.0,0.0
2023-01-20 00:00:00-03:00,17.567084540853738,18.055432545881814,17.522282661489825,17.9523868560791,61422400,0.0,0.0
2023-01-23 00:00:00-03:00,17.952385240350555,18.48105557285827,17.531241801353726,17.817977905273438,58229000,0.0,0.0
2023-01-24 00:00:00-03:00,17.817985702202733,18.09576121079082,17.598452315215496,17.72838020324707,33155800,0.0,0.0
2023-01-25 00:00:00-03:00,17.656691455145097,18.364572828844945,17.414757184962948,18.212244033813477,30466000,0.0,0.0
2023-01-26 00:00:00-03:00,18.27048804885786,18.58410639011121,18.176403059206596,18.203285217285156,26301400,0.0,0.0
2023-01-27 00:00:00-03:00,18.333210805333767,18.351132243495652,17.78213939997393,18.001672744750977,24856600,0.0,0.0
2023-01-30 00:00:00-03:00,18.100237464062175,18.32872980013575,17.947908670319034,18.28392791748047,28495800,0.0,0.0
2023-01-31 00:00:00-03:00,18.34665226550641,18.458658687506958,18.109197488689237,18.23464584350586,29569200,0.0,0.0
2023-02-01 00:00:00-03:00,18.25704813007729,18.39145550455584,17.85382429755915,18.015113830566406,26311400,0.0,0.0
2023-02-02 00:00:00-03:00,17.92551111606322,18.43626195258221,17.585012267466645,17.674617767333984,37048600,0.0,0.0
2023-02-03 00:00:00-03:00,17.764220636445586,17.894146797475184,17.428201343517227,17.56260871887207,24334800,0.0,0.0
2023-02-06 00:00:00-03:00,17.50436265977373,17.79558002673721,17.302750767959186,17.661170959472656,27313800,0.0,0.0
2023-02-07 00:00:00-03:00,17.73733881131266,17.777661195585672,17.231069255236516,17.419240951538086,24883800,0.0,0.0
2023-02-08 00:00:00-03:00,17.549166131690544,17.898627345503037,17.432680199808008,17.831422805786133,44485600,0.0,0.0
